CD4Tconv	Fibroblasts	Malignant	DC
SMIM7	0	0	0	0
ARL5A	0	0	0	0
G3BP1	0	0	0	0
WBP1	0	0	0.35	0
COPZ1	0	0	0.46	0
ARMC10	0	0	0.25	0
PMPCB	0	0	0.3	0
FKBP3	0	0	0.31	0
NELFCD	0	0	0.41	0
AASDHPPT	0	0	0	0
NCK1	0	0	0	0
COA4	0	0	0.27	0
APH1A	0	0	0.31	0
MRPL20	0	0	0.32	0
EMC7	0	0	0	-0.26
DCTPP1	0	0	0.25	0
PHF5A	0	0	0.3	0
CNOT7	0	0	0.31	0
PDCD2	0	0	0	0
ALG3	0	0	0.3	-0.26
POLD2	0	0	0.27	0
PPIG	0	0	0	0
PSMB2	0	0	0.34	0
BBX	0	0	0.26	0
PSMF1	0	0	0	0
SRPK2	0	0	0.39	0
SAP18	0	0	0	0
SUCLG1	0	0	0.3	0
SDHD	0	0	0	0
ZNHIT3	0	0	0	0
TRMT10C	0	0	0.33	0
C8orf59	0	0	0.28	0
PEF1	0	0	0	0
IRAK1	0	0	0	0
EIF2AK2	0	0	0.5	0
SNX17	0	0	0	0
SNRNP40	0	0	0	0
TOMM22	0	0	0.38	0
MRPS35	0	0	0.38	0
MRPS16	0	0	0.47	0
CPNE1	0	0	0.41	0
USP1	0	0	0.32	0
DDRGK1	0	0	0.33	0
VPS51	0	0	0	0
RTF1	0	0	0	0
MRPL10	0	0	0	0
BAZ1B	0	0	0	0
COMMD2	0	0	0.57	0
CAND1	0	0	0.32	0
POLR2G	0	0	0.28	0
PSMC2	0	0	0.51	0
MRPL11	0	0	0.27	0
ERO1A	0	0	1.08	0
FIP1L1	0	0	0	0
BOLA3	0	0	0.37	0
RNF5	0	0	0	0
CMPK1	0	0	0.37	0
MED4	0	0	0	0
HMGN4	0	0	0	0
HCAR2	0	0	0.41	0
N4BP2L2	0	0	-0.3	0
RAB6A	0	0	0.37	0
DERL1	0	0	0	0
SF3B2	0	0	0.32	0
MRPS15	0	0	0.57	0
AMPD2	0	0	0	0
NDUFB5	0	0	0.26	0
CD46	0	0	0.35	0
TXNL1	0	0	0	0
PPHLN1	0	0	0	0
KDM7A	0	0	0	0
ASF1A	0	0	0	0
PCMTD1	0	0	0.59	0
CCAR1	0	0	0	0
NCBP2	0	0	0.58	0
FAM129B	0	0	0.49	0
APMAP	0	0	0.53	0
C19orf66	0	0	-0.28	0
NT5C	0	0	0.33	0
HSPB11	0	0	0.3	0
COPS3	0	0	0.31	0
POLR2J	0	0	0.25	0
CAPN1	0	0	0.48	0
NSMCE1	0	0	0	0
SVIP	0	0	0	0
NXT1	0	0	0	0
EIF3D	0	0	0.38	0
CPSF6	0	0	0.34	0
SLC25A36	0	0	0.69	0
SSB	0	0	0.33	0
C5orf56	0	0	-0.26	0
LRBA	0	0	0	0
ARL6IP6	0	0	0	0
STAU1	0	0	0.26	0
BLCAP	0	0	0.3	0
TMEM179B	0	0	0.33	0
TIAL1	0	0	0	0
PRKDC	0	0	0.54	0
LINC00493	0	0	0.25	0
CNPPD1	0	0	0	0
SF3B4	0	0	0.28	0
SCAMP2	0	0	-0.28	0
USP12	0	0	0	0.32
ZC3H15	0	0	0.25	0
OXA1L	0	0	0	0
RBX1	0	0	0.35	0
TNRC6B	0	0	0	0
RAB14	0	0	0	0
NOSIP	0	0	0	0
NRBP1	0	0	0	0
SECISBP2L	0	0	-0.32	0
SNRPA	0	0	0.27	0
PRMT2	0	0	0	0
MBOAT7	0	0	0	0
SPCS2	0	0	0.45	-0.26
PPP1R12A	0	0	-0.26	0
RBM25	0	0	0	0
ATP5F1	0	0	0.28	0
VCP	0	0	0	0
DNAJA2	0	0	0	0
GPAT4	0	0	0	0
MRPL14	0	0	0.31	0
OTUB1	0	0	0	0
CCT8	0	0	0	0
EIF4H	0	0	0.32	0
CHURC1	0	0	-0.31	0
SCAND1	0	0	0	-0.29
ACOT9	0	0	0	0.36
MAPK6	0	0	0	0
PSMB6	0	0	0.26	0
PSMA1	0	0	0	0
ETFB	0	0	0.41	0
TP53BP2	0	0	0	0
UQCRFS1	0	0	0.3	0
C16orf72	0	0	0	0
MESDC1	0	0	0	0
SF3B1	0	0	-0.27	0
MAP1LC3B	0	0	-0.46	0
IRS2	0	0	0	0
FNIP1	0	0	0	0
NRIP1	0	0	0	0
TBC1D7	0	0	0	0
GRAMD1A	0	0	-0.29	0.27
MYD88	0	0	0	0.26
KCTD20	0	0	0	0
ALAS1	0	0	0	0
SMOX	0	0	0.26	0
RNF145	0	0	0	0
EIF4E	0	0	0	0
NBN	0	0	0.29	0
HILPDA	0	0	0.64	0
SNAPC1	0	0	0	0
CD1A	0	0	0	0.87
CD207	0	0	0	0.85
FCGBP	0	0	0.91	0
CD1C	0	0	0	0.93
HIST1H1B	0	0	0	0
RAD51AP1	0	0	0.36	0
PKMYT1	0	0	0.43	0
FCER1A	0	0	0	0.75
ASF1B	0	0	0.38	0
AURKB	0	0	0.28	0
KIFC1	0	0	0.31	0
CD1E	0	0	0	0.64
HIST1H2AJ	0	0	0	0
TACC3	0	0	0	0
NCAPH	0	0	0	0
TCF19	0	0	0	0
HAMP	0	0	0	0
IL22RA2	0	0	0	0
NCAPG	0	0	0	0
CARD9	0	0	0	0
HIST1H3B	0	0	0	0
ESCO2	0	0	0	0
ORC6	0	0	0.26	0
HPGDS	0	0	0	0
CDT1	0	0	0.39	0
CDCA5	0	0	0.3	0
TNFAIP8L2	0	0	0	0
ST3GAL6	0	0	0.25	0
SPC25	0	0	0	0
SPAG5	0	0	0	0
GINS2	0	0	0.48	0
EAF2	0	0	0	0
NCAPD2	0	0	0.27	0
SNRNP25	0	0	0.31	0
FEN1	0	0	0	0
COQ2	0	0	0	0
PLEK2	0	0	0.3	0
DNMT1	0	0	-0.25	0
ATAD2	0	0	0	0
MAPKAPK3	0	0	0	0
FAM111A	0	0	0	0
MCM4	0	0	0.36	0
GMNN	0	0	0.34	0
CLN6	0	0	0	0
ZDHHC12	0	0	0.31	0
COMMD9	0	0	0	0
VMA21	0	0	0	0
HAUS4	0	0	0	0
KIF22	0	0	0.38	0
ACOT7	0	0	0.29	0.33
VPS29	0	0	0	0
RNPEP	0	0	0	0
C20orf27	0	0	0.26	0
BLOC1S1	0	0	0	0
TIMM10	0	0	0.43	0
ARPC4	0	0	0	0
ACAT2	0	0	0.27	0
NDUFB1	0	0	0	0
VPS35	0	0	0.27	0
RAB8A	0	0	0	0
SMC1A	0	0	0.57	0
PFKL	0	0	0	0.25
RNASEH2C	0	0	-0.27	0
HNRNPD	0	0	0.31	0
SUMO3	0	0	0.36	0
NDUFA2	0	0	0	0
MT1H	0	0	0.54	0
MTDH	0	0	0.55	0
HIST1H1E	0	0	0	0
POLR2E	0	0	0.36	0
ATP5I	0	0	0	0
IGLV2-14	0	0	0	-1.42
IGKV1-5	0	0	0	0
KLHL24	0	0	0.5	0
SPRR2A	0	0	3.58	0
SPRR2E	0	0	3.39	0
S100A7	0	0	3.18	0
SPRR3	0	0	3.11	0
SPRR1B	0	0	2.83	0
SPRR2D	0	0	2.65	0
LCN2	0	0	2.63	0
KRT13	0	0	2.34	0
SPRR1A	0	0	2.33	0
PI3	0	0	2.29	0
RHCG	0	0	1.94	0
KRTDAP	0	0	1.77	0
AGR2	0	0	1.74	0
S100P	0	0	1.62	0
CNFN	0	0	1.55	0
KRT6C	0	0	1.49	0
PRSS22	0	0	1.46	0
CALML5	0	0	1.4	0
SBSN	0	0	1.39	0
PDZK1IP1	0	0	1.33	0
KLK10	0	0	1.32	0
KRT4	0	0	1.32	0
SERPINB3	0	0	1.23	0
TMPRSS4	0	0	1.23	0
CEACAM6	0	0	1.22	0
MUC4	0	0	1.22	0
ADH1C	0	0	1.21	0
UPK1B	0	0	1.19	0
PAX9	0	0	1.16	0
TSPAN1	0	0	1.11	0
LYNX1	0	0	1.07	0
RHOV	0	0	1.05	0
DEFB1	0	0	1.04	0
GRB7	0	0	1.03	0
KLK11	0	0	1.02	0
CXCL17	0	0	1.02	0
PVRL4	0	0	0.97	0
C10orf99	0	0	0.95	0
GSTA1	0	0	0.93	0
ZNF750	0	0	0.92	0
IL36G	0	0	0.92	0
KRT7	0	0	0.91	0
OVOL1	0	0	0.9	0
DSG3	0	0	0.9	0
MUC20	0	0	0.85	0
EPHA2	0	0	0.84	0
PRSS27	0	0	0.81	0
FAM83A	0	0	0.8	0
GJB6	0	0	0.78	0
PSCA	0	0	0.78	0
EHF	0	0	0.77	0
PRSS8	0	0	0.77	0
WFDC2	0	0	0.76	0
DENND2C	0	0	0.76	0
TGIF1	0	0	0.74	0
ITPKC	0	0	0.73	0
FGFBP1	0	0	0.72	0
HEBP2	0	0	0.72	0
CLDN3	0	0	0.72	0
CDKN2B	0	0	0.71	0
SDCBP2	0	0	0.71	0
RAB10	0	0	0.7	0
NCCRP1	0	0	0.7	0.44
TMEM41A	0	0	0.7	0
EDN2	0	0	0.69	0
NADSYN1	0	0	0.69	0
DAPL1	0	0	0.68	0
RNF39	0	0	0.68	0
RHOD	0	0	0.68	0
CRB3	0	0	0.68	0
FAM3D	0	0	0.67	0
SULT2B1	0	0	0.67	0
MIEN1	0	0	0.66	0
MPZL2	0	0	0.66	0
FAM84A	0	0	0.66	0
LY6K	0	0	0.65	0
C6orf132	0	0	0.64	0
TMEM40	0	0	0.64	0
DHRS3	0	0	0.63	0
KLK13	0	0	0.62	0
GJB3	0	0	0.62	0
KLK8	0	0	0.62	0
B4GALT4	0	0	0.62	0
RIOK3	0	0	0.62	0
FAM3B	0	0	0.61	0
GIPC1	0	0	0.6	0
MBOAT2	0	0	0.59	0
SERPINB4	0	0	0.59	0
KRT80	0	0	0.59	0
AKR1B10	0	0	0.58	0
CYP3A5	0	0	0.57	0
EPS8L1	0	0	0.57	0
CTNNBIP1	0	0	0.57	0
TMPRSS2	0	0	0.57	0
FUT3	0	0	0.57	0
BAIAP2L1	0	0	0.56	0
SERPINB13	0	0	0.56	0
GBP6	0	0	0.55	0
KLK6	0	0	0.54	0
WDR72	0	0	0.54	0
TMPRSS11E	0	0	0.54	0
GCLM	0	0	0.53	0
PTPRF	0	0	0.53	0
TSPAN6	0	0	0.53	0
CXADR	0	0	0.53	0
ABCC5	0	0	0.52	0
GPR87	0	0	0.51	0
STAP2	0	0	0.51	0
ESRP1	0	0	0.5	0
TGM1	0	0	0.5	0
HOOK2	0	0	0.5	0
A2ML1	0	0	0.49	0
KRT23	0	0	0.49	0
TMEM54	0	0	0.49	0
IVL	0	0	0.49	0
LRRC8A	0	0	0.49	0
PKP3	0	0	0.49	0
SDR16C5	0	0	0.49	0
CST6	0	0	0.48	0
TRIM16	0	0	0.48	0
RP11-467L13	0	0	0.48	0
C5orf66-AS1	0	0	0.48	0
MYH14	0	0	0.47	0
BAIAP2	0	0	0.47	0
CCDC190	0	0	0.47	0
GJB5	0	0	0.46	0
CDH3	0	0	0.46	0
ABHD11	0	0	0.46	0
GCNT3	0	0	0.46	0
ZNF812P	0	0	0.46	0
CYP2S1	0	0	0.46	0.43
PPCS	0	0	0.46	0
DHRS9	0	0	0.46	0
SEMA4B	0	0	0.45	0
ADH7	0	0	0.45	0
CYSRT1	0	0	0.45	0
KCNK1	0	0	0.44	0
SRD5A3	0	0	0.44	0
RAB38	0	0	0.44	0
SH3YL1	0	0	0.44	0
PPP1R13L	0	0	0.43	0
GCLC	0	0	0.43	0
FUT6	0	0	0.43	0
KLK7	0	0	0.43	0
CLCF1	0	0	0.43	0
MUC1	0	0	0.43	0
TXNRD1	0	0	0.43	0
BIK	0	0	0.43	0
CCDC64B	0	0	0.42	0
TWF1	0	0	0.42	0
TICAM1	0	0	0.42	0
HMGCS1	0	0	0.42	0
KIAA1522	0	0	0.42	0
SCNN1A	0	0	0.42	0
SPINK5	0	0	0.42	0
GRHL1	0	0	0.42	0
TMPRSS11D	0	0	0.42	0
DHCR24	0	0	0.41	0
GRHL3	0	0	0.41	0
ADGRF1	0	0	0.41	0
EPHX3	0	0	0.4	0
CYB5R1	0	0	0.4	0
KRTCAP3	0	0	0.4	0
COMTD1	0	0	0.39	0
HIST1H4H	0	0	0.39	0
ANXA8	0	0	0.39	0
SCEL	0	0	0.39	0
PPFIA1	0	0	0.39	0
GID8	0	0	0.39	0
IL36RN	0	0	0.39	0
UNC5B-AS1	0	0	0.39	0
CLCA2	0	0	0.39	0
EVPL	0	0	0.39	0
ANKRD36C	0	0	0.39	0
GABRE	0	0	0.39	0
C3orf52	0	0	0.38	0
RP11-532F12	0	0	0.38	0
ANXA3	0	0	0.38	0
AP1M2	0	0	0.38	0
DTX2	0	0	0.38	0
SLC20A2	0	0	0.38	0
TMEM79	0	0	0.38	0
FERMT1	0	0	0.38	0
RAB27B	0	0	0.38	0
TFAP2A	0	0	0.38	0
ADIPOR1	0	0	0.38	0
ARNTL2	0	0	0.38	0
HAS3	0	0	0.38	0
SMIM22	0	0	0.38	0
LMTK3	0	0	0.37	0
MAGEA3	0	0	0.37	0
GAN	0	0	0.37	0
RASEF	0	0	0.37	0
DEGS2	0	0	0.37	0
SLC6A8	0	0	0.36	0
HSBP1L1	0	0	0.36	0
ATP2A2	0	0	0.36	0
ANXA8L1	0	0	0.36	0
BCL10	0	0	0.36	0
POLR2J3	0	0	0.35	0
MYEOV	0	0	0.35	0
MAPK13	0	0	0.35	0
CASC9	0	0	0.35	0
CERS3	0	0	0.35	0
TINCR	0	0	0.35	0
MYO6	0	0	0.35	0
EPS8L2	0	0	0.35	0
NRARP	0	0	0.34	0
TMEM189	0	0	0.34	0
CDCP1	0	0	0.34	0
CLCA4	0	0	0.34	0
RAB3IP	0	0	0.34	0
SCD	0	0	0.34	0
TGFA	0	0	0.34	0
PPP4R1	0	0	0.34	0
DLG1	0	0	0.34	0
PTPN13	0	0	0.33	0
CAPNS2	0	0	0.33	0
PARD6B	0	0	0.33	0
SOX9	0	0	0.33	0
C1orf106	0	0	0.33	0
PDE4C	0	0	0.33	0
MET	0	0	0.33	0
ARHGEF5	0	0	0.32	0
C1orf116	0	0	0.32	0
FOXA1	0	0	0.32	0
RIPK4	0	0	0.32	0
STEAP4	0	0	0.32	0
DUOX2	0	0	0.32	0
CFDP1	0	0	0.32	0
CHMP3	0	0	0.32	0
BDH1	0	0	0.32	0
POF1B	0	0	0.32	0
AC006262	0	0	0.32	0
RAET1L	0	0	0.31	0
OCLN	0	0	0.31	0
ALG1L	0	0	0.31	0
SOWAHC	0	0	0.31	0
PVRL1	0	0	0.31	0
AMN	0	0	0.31	0
ALDH3B2	0	0	0.31	0
MAP7	0	0	0.31	0
USP6NL	0	0	0.31	0
GRAMD3	0	0	0.31	0
POLDIP2	0	0	0.31	0
PARD3	0	0	0.31	0
WDR45B	0	0	0.31	0
PDCD10	0	0	0.31	0
TMC4	0	0	0.31	0
PAWR	0	0	0.31	0
TMEM30B	0	0	0.31	0
TTC9	0	0	0.31	0
MISP	0	0	0.3	0
REEP4	0	0	0.3	0
C16orf74	0	0	0.3	0
TRIM2	0	0	0.3	0
SLK	0	0	0.3	0
BBC3	0	0	0.3	0
SDCCAG8	0	0	0.3	0
LIPH	0	0	0.3	0
TST	0	0	0.3	0
RP11-277P12	0	0	0.3	0
CHMP4C	0	0	0.3	0
MYO10	0	0	0.3	0
TP53INP2	0	0	0.3	0
NUDT8	0	0	0.3	0
SNX31	0	0	0.3	0
TJP2	0	0	0.3	0
SUN1	0	0	0.3	0
NR1D1	0	0	0.3	0
PTK6	0	0	0.3	0
SORD	0	0	0.29	0
TUFT1	0	0	0.29	0
NOL3	0	0	0.29	0
RALBP1	0	0	0.29	0
KLC3	0	0	0.29	0
IL20RB	0	0	0.29	0
ABI1	0	0	0.29	0
TMEM45B	0	0	0.29	0
ADRB2	0	0	0.29	0
STARD10	0	0	0.29	0
RP11-465N4	0	0	0.29	0
EFNB1	0	0	0.29	0
PLEKHF2	0	0	0.29	0
IGF2BP2	0	0	0.29	0
NMU	0	0	0.29	0
ITGA2	0	0	0.29	0
PLXNB2	0	0	0.28	0
EIF4G1	0	0	0.28	0
RNF141	0	0	0.28	0
G6PD	0	0	0.28	0
SUSD4	0	0	0.28	0
MACC1	0	0	0.28	0
VSNL1	0	0	0.28	0
MRPS18A	0	0	0.28	0
PRKCI	0	0	0.28	0
ZNRF1	0	0	0.28	0
CES2	0	0	0.28	0
GALE	0	0	0.28	0
CUX1	0	0	0.28	0
ESRP2	0	0	0.27	0
PSMD11	0	0	0.27	0
LINC00958	0	0	0.27	0
UBE2H	0	0	0.27	0
SH2D4A	0	0	0.27	0
ERBB2	0	0	0.27	0
MTX2	0	0	0.27	0
CLDN10	0	0	0.27	0
BCAS1	0	0	0.27	0
TACC2	0	0	0.27	0
BBOX1-AS1	0	0	0.27	0
IMPA2	0	0	0.27	0
HN1L	0	0	0.27	0
CYP2C18	0	0	0.27	0
PCP4L1	0	0	0.27	0
SMIM5	0	0	0.27	0
HES2	0	0	0.27	0
RNF223	0	0	0.27	0
SERTAD2	0	0	0.27	0
TMPRSS11A	0	0	0.27	0
SLC50A1	0	0	0.27	0
SERPINB11	0	0	0.27	0
TRIM7	0	0	0.27	0
AC098973	0	0	0.27	0
EPB41L5	0	0	0.27	0
BMP7	0	0	0.26	0
BNIPL	0	0	0.26	0
NEDD4L	0	0	0.26	0
SMURF1	0	0	0.26	0
MAFK	0	0	0.26	0
TMEM183A	0	0	0.26	0
RSRC1	0	0	0.26	0
WNT7B	0	0	0.26	0
ABCA13	0	0	0.26	0
AC019349	0	0	0.26	0
FUT2	0	0	0.26	0
MARVELD3	0	0	0.26	0
ANO1	0	0	0.26	0
TNKS1BP1	0	0	0.25	0
VSIG2	0	0	0.25	0
KRT31	0	0	0.25	0
PACSIN3	0	0	0.25	0
SLC25A25	0	0	0.25	0
ARHGAP32	0	0	0.25	0
SON	0	0	-0.35	0
ARHGDIA	0	0	-0.36	0
TMEM165	0	0	0.34	0
DKK1	0	0	0.27	0
PRKAR1A	0	0	-0.37	0
OAS1	0	0	0.41	-0.29
HIGD2A	0	0	-0.28	0
PLEC	0	0	0.32	0
VPS13C	0	0	-0.3	0
NDUFAF3	0	0	-0.27	0
DNAJC1	0	0	-0.3	0
RARA	0	0	-0.28	0
STARD3NL	0	0	-0.26	0
DHRS7	0	0	-0.28	0
CCDC107	0	0	-0.3	0
ANKRD28	0	0	-0.27	0
NSA2	0	0	-0.27	0
OSBPL8	0	0	-0.3	0
SMARCA5	0	0	-0.27	0
TMF1	0	0	-0.27	0
IFI35	0	0	-0.26	0
PCM1	0	0	-0.26	0
CAPZA2	0	0	0.27	0
IGHM	0	0	-0.34	0
IL1R2	0	0	0.73	0
YAP1	0	0	0.49	0
COL17A1	0	0	0.4	0
MIB2	0	0	0.38	0
ISYNA1	0	0	0.38	0
DLK2	0	0	0.35	0
PIGX	0	0	0.35	0
EYA2	0	0	0.33	0
NAPRT	0	0	0.33	0
ZG16B	0	0	0.33	0
TOMM40	0	0	0.32	0
BEX2	0	0	0.32	0
NPPC	0	0	0.31	0
TRAP1	0	0	0.31	0
THSD4	0	0	0.31	0
POLR2H	0	0	0.31	0
CRNDE	0	0	0.31	0
TNNT1	0	0	0.3	0
AVPI1	0	0	0.3	0
ARG2	0	0	0.3	0
CH17-360D5	0	0	0.3	0
GLRX3	0	0	0.3	0
EXOSC4	0	0	0.3	0
AGRN	0	0	0.29	0
EXOSC5	0	0	0.29	0
LAMA5	0	0	0.28	0
CHST9	0	0	0.28	0
CX3CL1	0	0	0.28	0
KCTD1	0	0	0.28	0
FBXO2	0	0	0.27	0
MSLN	0	0	0.27	0
ITGB6	0	0	0.27	0
TFDP2	0	0	0.27	0
SHANK2	0	0	0.26	0
TSEN34	0	0	0.26	0
ADORA2B	0	0	0.26	0
MANBAL	0	0	0.26	0
MMP28	0	0	0.26	0
CYP24A1	0	0	0.26	0
CYB561	0	0	0.26	0
ST6GALNAC2	0	0	0.26	0
CBWD5	0	0	0.26	0
HOXD11	0	0	0.25	0
NDUFV2-AS1	0	0	0.27	0
PRR4	0	0	0.4	0
BIRC2	0	0	0.31	0
FGF19	0	0	1.43	0
KREMEN2	0	0	1.05	0
LRRC28	0	0	1.03	0
NPTX2	0	0	0.91	0
COL9A3	0	0	0.88	0
IGF1R	0	0	0.82	0
LTF	0	0	0.81	0
ORAOV1	0	0	0.75	0
SOSTDC1	0	0	0.74	0
RAC3	0	0	0.73	0
NPW	0	0	0.7	0
PRSS21	0	0	0.67	0
GMPS	0	0	0.66	0
RPN1	0	0	0.63	-0.26
PRAME	0	0	0.62	0
TM7SF3	0	0	0.61	0
MDFI	0	0	0.6	0
SRSF9	0	0	0.59	0
ARF3	0	0	0.58	0
CCL19	0	0	0.58	1.78
ETV4	0	0	0.57	0
PDGFA	0	0	0.56	0
HLTF	0	0	0.55	0
NFE2L3	0	0	0.55	0
UNG	0	0	0.54	0
RUVBL1	0	0	0.53	0
ATXN7L3B	0	0	0.53	0
RFC4	0	0	0.52	0
H2AFY2	0	0	0.52	0
GBAS	0	0	0.5	0
SBSPON	0	0	0.48	0
SEPHS2	0	0	0.48	0
TFAP2C	0	0	0.48	0
IRX4	0	0	0.48	0
ALDH9A1	0	0	0.48	0
XRN2	0	0	0.47	0
MSH6	0	0	0.46	0
GAMT	0	0	0.46	0
LDOC1	0	0	0.46	0
CDK16	0	0	0.46	0
MCM2	0	0	0.46	0
EIF2A	0	0	0.45	0
CDCA7	0	0	0.45	0
EIF2S3	0	0	0.45	0
DIABLO	0	0	0.45	0
PODXL2	0	0	0.45	0
SAA2	0	0	0.45	0
FRMD4A	0	0	0.45	0
TMEM97	0	0	0.44	0
MGME1	0	0	0.44	0
ATP2C1	0	0	0.44	0
TTC23	0	0	0.43	0
LYSMD4	0	0	0.43	0
RMI2	0	0	0.43	0
PARL	0	0	0.43	0
CSNK2A1	0	0	0.42	0
SCARB1	0	0	0.42	0
SPATS2	0	0	0.42	0
KHDRBS1	0	0	0.42	0
ANAPC13	0	0	0.42	0
KNOP1	0	0	0.42	0
UVRAG	0	0	0.42	0.29
CEP70	0	0	0.42	0
HADH	0	0	0.41	0
PPP1R1B	0	0	0.41	0
RASSF6	0	0	0.41	0
THOC6	0	0	0.4	0
RAE1	0	0	0.4	0
NSFL1C	0	0	0.4	0
NUMA1	0	0	0.4	0
BCL7A	0	0	0.4	0
NUAK1	0	0	0.39	0
SH3RF1	0	0	0.39	0
LINC00885	0	0	0.39	0
ARC	0	0	0.39	0
TOPBP1	0	0	0.39	0
GYLTL1B	0	0	0.39	0
ISY1	0	0	0.38	0
COL9A2	0	0	0.38	0
UCK2	0	0	0.38	0
DENR	0	0	0.38	0
ZNF22	0	0	0.38	0
TBL1XR1	0	0	0.38	0
CENPV	0	0	0.37	0
WNT10A	0	0	0.37	0
PPP1R14C	0	0	0.37	0
PAICS	0	0	0.37	0
NIPSNAP1	0	0	0.37	0
DNAJC2	0	0	0.37	0
NPB	0	0	0.37	0
ZNF664	0	0	0.37	0
PSAT1	0	0	0.37	0
SMIM10L1	0	0	0.37	0
C12orf65	0	0	0.37	0
PYGB	0	0	0.37	0
SLC14A1	0	0	0.37	0
NDE1	0	0	0.36	0.36
IGSF9	0	0	0.36	0
HOXA9	0	0	0.36	0
JPX	0	0	0.36	0
DKC1	0	0	0.36	0
FLRT3	0	0	0.36	0
ENTPD6	0	0	0.36	0
HELLS	0	0	0.36	0
STOX1	0	0	0.36	0
RBP7	0	0	0.36	0
MYNN	0	0	0.35	0
DLX2	0	0	0.35	0
KLHDC3	0	0	0.35	0
CRABP1	0	0	0.35	0
AQP5	0	0	0.35	0
RBBP8	0	0	0.35	0
SCOC	0	0	0.35	0
TRIAP1	0	0	0.35	0
UPF3B	0	0	0.35	0
STAG1	0	0	0.35	0
HMCES	0	0	0.35	0
MMAB	0	0	0.35	0
RAB4A	0	0	0.35	0
PXMP2	0	0	0.35	0
HSPA4L	0	0	0.34	0
RFC5	0	0	0.34	0
ERI3	0	0	0.34	0
MLST8	0	0	0.34	0
LSM6	0	0	0.34	0
CDCA7L	0	0	0.34	0
ZKSCAN1	0	0	0.34	0
MCCC1	0	0	0.34	0
TFAM	0	0	0.34	0
BZW2	0	0	0.34	0
SERTAD4	0	0	0.34	0
HOXC10	0	0	0.34	0
PSPH	0	0	0.33	0
GSS	0	0	0.33	0
UBN1	0	0	0.33	0
NAV2	0	0	0.33	0
RP11-66B24	0	0	0.33	0
VAPB	0	0	0.33	0
ZNF638	0	0	0.33	0
RHBDL1	0	0	0.33	0
XXYLT1	0	0	0.32	0
MORN2	0	0	0.32	0
MRPL48	0	0	0.32	0
C1orf35	0	0	0.32	0
TMEM237	0	0	0.32	0
TSR2	0	0	0.32	0
UBXN7	0	0	0.32	0
CLUAP1	0	0	0.32	0
PPME1	0	0	0.31	0
ALKBH2	0	0	0.31	0
AAAS	0	0	0.31	0
MCM3	0	0	0.31	0
ZFR	0	0	0.31	0
C19orf48	0	0	0.31	0
METAP2	0	0	0.31	0
TMEM108	0	0	0.31	0
CDCA4	0	0	0.31	0
RNF43	0	0	0.31	0
ASB7	0	0	0.31	0
KPNA4	0	0	0.3	0
ARMC8	0	0	0.3	0
ACVR1B	0	0	0.3	0
NUBP2	0	0	0.3	0
FAIM	0	0	0.3	0
FBXO21	0	0	0.3	0
CEP63	0	0	0.3	0
POLD3	0	0	0.3	0
VEZT	0	0	0.3	0
FOPNL	0	0	0.3	0
PITX2	0	0	0.3	0
STK38L	0	0	0.3	0
ESF1	0	0	0.3	0
CHD6	0	0	0.3	0
TPT1-AS1	0	0	0.3	0
DHRS13	0	0	0.29	0
RYK	0	0	0.29	0
MRTO4	0	0	0.29	0
LTA4H	0	0	0.29	0
CMAS	0	0	0.29	0
ECT2	0	0	0.29	0
NUP107	0	0	0.29	0
PKN2	0	0	0.29	0
RFC2	0	0	0.29	0
LINC00667	0	0	0.29	0
SENP2	0	0	0.29	0
AP000487	0	0	0.29	0
FGD6	0	0	0.29	0
ACAD9	0	0	0.29	0
CCDC144NL-AS1	0	0	0.28	0
BRD3	0	0	0.28	0
XPO1	0	0	0.28	0
TNFRSF19	0	0	0.28	0
YEATS4	0	0	0.28	0
GTF2H3	0	0	0.28	0
FUBP1	0	0	0.28	0
LSG1	0	0	0.28	0
ZNF326	0	0	0.28	0
PAGR1	0	0	0.28	0
SUDS3	0	0	0.28	0
SLC33A1	0	0	0.28	0
CADM1	0	0	0.28	0
KAT8	0	0	0.28	0
RP11-620J15	0	0	0.27	0
ATL2	0	0	0.27	0
TFAP4	0	0	0.27	0
GRHL2	0	0	0.27	0
GPC4	0	0	0.27	0
PAQR4	0	0	0.27	0
IFT81	0	0	0.27	0
SMAD5	0	0	0.27	0
RGS12	0	0	0.27	0
MBD4	0	0	0.27	0
MRPS22	0	0	0.27	0
PSMD10	0	0	0.27	0
SPAG16	0	0	0.27	0
PIR	0	0	0.27	0
CFAP36	0	0	0.27	0
FOXC1	0	0	0.27	0
WDR43	0	0	0.26	0
PRPSAP1	0	0	0.26	0
CREB3L4	0	0	0.26	0
LRP6	0	0	0.26	0
ZNF771	0	0	0.26	0
BCAN	0	0	0.26	0
EPHB3	0	0	0.26	0
MRPL19	0	0	0.26	0
SLC12A2	0	0	0.26	0
KDM1A	0	0	0.26	0
GPN3	0	0	0.26	0
IQCJ-SCHIP1	0	0	0.26	0
EBNA1BP2	0	0	0.26	0
ZCCHC8	0	0	0.26	0
PRPF19	0	0	0.26	0
FZD10	0	0	0.26	0
EIF2B1	0	0	0.26	0
NUPR2	0	0	0.26	0
BPHL	0	0	0.26	0
IRF2BPL	0	0	0.26	0
ECE2	0	0	0.26	0
TMTC3	0	0	0.25	0
IQCK	0	0	0.25	0
RHOT2	0	0	0.25	0
RNF121	0	0	0.25	0
