CD4Tconv	Fibroblasts	Mono/Macro	Malignant	Plasma	Pericytes	CD8Tex	DC	Tprolif	B	Mast	Endothelial	Treg
AP001046	0	0.34	0	0	0	0	0	0	0	0	0	0	0
TNNI2	0	0.34	0	0	0	0	0	0	0	0	0	0	0
CIB2	0	0.33	0	0	0	0	0	0	0	0	0	0	0
TLR7	0	0.33	0	0	0	0	0	0	0	0	0	0	0
PLXNA4	0	0.3	0	0	0	0	0	0	0	0	0	0	0
MYB	0	0.29	0	0	0	0	0	0	0	0	0	0	0
PFKFB2	0	0.28	0	0	0	0	0	0	0	0	0	0	0
RGS13	0	0.28	0	0	0	0	0	0	0	1.98	1.05	0	0
RET	0	0.27	0	0	0	0	0	0	0	0	0	0	0
RP11-147L13	0	0.27	0	0	0	0	0	0	0	0	0	0	0
SCN9A	0	0.26	0	0	0	0	0	0	0	0	0	0	0
SLC12A3	0	0.26	0	0	0	0	0	0	0	0	0	0	0
RP11-542M13	0	0.25	0	0	0	0	0	0	0	0	0	0	0
IGKV1-12	0	-0.61	0	0	3.96	0	0	0	0	0.92	0	0	0
BLNK	0	0.52	0	0	0.25	0	0	0	0	0.79	0	0	0
CXorf21	0	0.83	0.33	0	0	0	0	0	0	0	0	0	0
TFEC	0	0.35	0.47	0	0	0	0	0	0	0	0	0	0
ADAM19	0	0.67	0.27	-0.27	0	0	0.28	0.6	0	0	-0.26	0	0
ENTPD7	0	0.46	0	0	0	0	0	0	0	0	0	0	0
PIK3CG	0	0.48	0	0	0	0	0	0	0	0.34	0	0	0
TBC1D13	0	0.49	0	0	0	0	0	0	0	0	0	0	0
ATF5	0	1.43	0.64	0.66	0	0	-0.26	0.93	-0.26	0	0	0	0
IFI44L	0	1	0	-0.27	-0.47	0	0.27	0	0.3	-0.42	0	0.28	0
CH507-42P11	0	0.52	0	0	0	0	0	0	0	0	0	0	0
HRH2	0	0.35	0.27	0	0	0	0	0	0	0	0	0	0
SLC25A29	0	0.42	0	0	0	0	0	0	0	0	0	0	0
LILRB2	0	0.5	1.1	0	0	0	0	0.4	0	0	0	0	0
C1orf228	0	0.32	0	0	0	0	0	0	0	0	0.88	0	0
CD300A	0	0.43	0.85	0	0	0	0	0.31	0	0	0	0	0
FXYD2	0	0.47	0	0	0	0	0	0	0	0	0	0	0
TMIGD2	0	0.26	0	0	0	0	0.3	0	0.29	0	0	0	0
MS4A4A	0	0.27	1.21	0	0	0	0	0	0	0	0	0	0
SPCS1	0	0.91	-0.3	0	0.53	0	0	0	0	0	0	0	0.32
IL4I1	0	1.04	0.99	0	0	0	0	1.11	0	0	0	0	0
RASGRP2	0	0.44	0	0	0	0.31	0	0	0	0.62	0	0	0
CH17-373J23	0	0.41	0	0	0	0	0	0	0	0	0	0	0
GNG7	0	0.41	0	0	0.32	0	0	0	0	0.45	0	0	0
GMPR	0	0.39	0	0.3	0	0	0	0	0	0	0.94	0	0
UNC93B1	0	0.54	0.36	0.25	0	0	0	0	0	0	0	0	0
HLA-DOA	0	0.37	0.38	0	0	0	0	0.41	0	0.52	0	0	0
TMEM8B	0	0.27	0	0	0	0	0	0	0	0	0	0	0
TGFBR1	0	0.54	0	0	0	0	0	0	0	0	0	0	0
CTD-2287O16	0	0.26	0	0	0	0	0	0	0	0	0	0	0
MAP2K6	0	0.32	0	0	0	0	0	0	0	0	0	0	0
IDH3A	0	0.71	0	0	0	0	0	0	0	0	0	0	0
PDE7A	0	0.52	0	0	0	0	0	0	0	0.28	0	0	0
LILRB1	0	0.35	0.63	0	0	0	0	0	0	0.31	0	0	0
ARID3B	0	0.39	0	0	0	0	0	0	0	0	0	0	0
FGD2	0	0.35	0	0	0	0	0	0.29	0	0.27	0	0	0
LPIN1	0	0.77	0	-0.29	0	0	0.3	0	0	0.66	0	0	0
MAN2B1	0	0.73	0.64	0	0	0	0	0.43	0	0	0	0	0
MILR1	0	0.26	0.27	0	0	0	0	0	0	0	0	0	0
CORO7	0	0.26	0	0	0	0	0	0	0	0	0	0	0
LAIR1	0	0.34	1.11	0	0	0	0	0	0	0	0.43	0	0
GNA13	0	0.67	0.63	-0.26	-0.31	0	0	0.42	0	0.26	0	0	0
VEGFB	0	0.39	0	0	0	0	0	0	0	0	0	0	0
RPS6KA4	0	0.56	0	0	0	0	0	0	0	0	0	0	0
PTCH2	0	0.36	0	0	0	0	0	0	0	0	0	0	0
C3orf58	0	0.69	0	0.41	0	0	0	0	0	0	0	0	0
CNPY3	0	0.73	0.3	0	-0.47	0	0	0	0	0.48	0	0	0
MAPKAPK2	0	0.63	0.28	0	0	0	0	0	0	0	0	0	0
EIF2AK4	0	0.71	0	0	0.27	0	0	0	0	0	0	0	0
FYTTD1	0	0.8	0	0.41	-0.37	0	0	0.31	0	0.36	0	0	0
ZDHHC17	0	0.41	0	0	0	0	0	0	0	0	0	0	0
PIK3R5	0	0.47	0.27	0	0	0	0	0.34	0	0	0	0	0
MARCH1	0	0.29	0.46	0	0	0	0	0	0	0.32	0	0	0
GYS1	0	0.42	0	0	0	0	0	0	0	0	0	0	0
GTPBP1	0	0.55	0	0	0	0	0	0	0	0	0	0	0
RELL1	0	0.49	0	0	0	0	0	0	0	0	0	0.25	0
C15orf39	0	0.45	0	0	0	0	0	0	0	0	0	0	0
NUP62	0	0.66	0	0	0	0	0	0	0	0	0	0	0
CERS6	0	0.45	0	0	0	0	0	0.31	0	0	0	0	0
IFIT2	0	0.88	0.65	0	0	0.27	0	0	0	0	0	0	0
MX2	0	0.68	0.31	-0.25	-0.34	0	0	0	0	0	0	0	0
KAT2B	0	0.34	0	0	0	0	0	0	0	0	0	0	0
ANKRD11	0	0.75	0	0	-0.34	0	0	0	0	0	0	0.34	0
HYOU1	0	0.6	0	0	0	0	0	0	0	0	0	0	0
CLN8	0	0.52	0.27	0	0	0	0	0	0	0	0	0	0
ADTRP	0	0.34	0	0	0	0	0	0	0	0	0	0	0.35
GALNT3	0	0.45	0	0.41	0	0	0	0	0	0	0.34	0	0
ZNF10	0	0.48	0	0	0	0	0	0	0	0.26	0	0	0
LST1	0	0.28	1.34	0	0	0	0	1.1	0	0	0	0	0
OFD1	0	0.69	-0.26	0	-0.37	0	0	0	0	0.26	0	0	0
RNU12	0	0.42	0	0	0.39	0	0	0	0	0	0	0	0
GRAMD4	0	0.34	0	0	0	0	0	0	0	0	0	0	0
AZIN2	0	0.27	0	0	0	0	0	0	0	0	0	0	0
PI4KA	0	0.4	0	0	0	0	0	0	0	0	0	0	0
HIST1H2BC	0	0.71	0	0.5	0.36	0	0	0	0	0	0	0	0
GNA12	0	0.36	0	0	0	0	0	0	0	0	0	0	0
CBX6	0	0.41	0	0	0	0	0	0	0	0	0	0	0
GAB1	0	0.29	0	0	0	0	0	0	0	0	0	0	0
BCL2L13	0	0.5	0	0	0	0	0	0	0	0	0	0	0
OGT	0	0.59	0	0	0	0	0	0	0	0	0	0	0
SRD5A1	0	0.48	0	0.29	0	0	0	0	0	0	0	0	0
NADK	0	0.41	0	0	0	0	0	0	0	0	0	0	0
JOSD1	0	0.67	0	0	-0.31	0	0	0	0	0	0	0	0
A1BG	0	0.45	0	0	0	0	0	0	0	0	0	0	0
MT-CO3	0	-0.92	-0.26	0.59	-2.17	0	-0.39	0	-0.53	0	-0.28	0.43	-0.46
SYK	0	0.35	0.52	0	0	0	0	0	0	0.83	0	0	0
DENND4A	0	0.54	0	-0.25	-0.28	0	0	0	0	0.37	0.5	0	0
EIF4A3	0	1	0.6	0	-0.67	0	0	0.31	0	0	0	-0.28	0
RP11-138A9	0	0.32	0.28	0	0	0	0	0	0	0	0	0	0
USF2	0	0.44	0	0	0	0	0	0	0	0	0	0	0
MFSD12	0	0.32	0.36	0	0	0	0	0	0	0	0	0	0
SLC35E1	0	0.37	0	0	0	0	0	0	0	0	0	0	0
CDK9	0	0.47	0	0	0	0	0	0	0	0	0	0	0
PRDX2	0	-0.8	-0.81	0.25	-0.41	0	-0.29	-0.59	0	-0.57	-0.64	0	0.35
CYSLTR1	0	0.27	0	0	0	0	0	0	0	0.28	0	0	0
NPIPB5	0	0.34	0	0	0	0	0	0	0	0	0	0	0
FAM53C	0	0.58	0	0	0	0	0	0	0	0	0.32	0	0
PARK7	0	0.52	-0.28	-0.3	-0.83	0	0.45	0	0.38	-0.42	0	0	0.43
ST3GAL2	0	0.26	0	0	0	0	0	0	0	0	0	0	0
CYTH4	0	0.34	0.35	0	0	0	0.29	0	0	0	0.25	0	0
GMPPB	0	0.4	0	0	0.34	0	0	0	0	0	0	0	0
MT-ND4L	0	-0.72	-0.5	0.26	-1.24	0	-0.26	0	-0.4	0	0	0.32	-0.36
B4GALT1	0	0.74	0.28	-0.25	-0.59	-0.33	0	0	0	0	0	0	0
BTAF1	0	0.43	0	0	0	0	0	0	0	0	0	0	0
MT-ATP8	0	-0.74	-0.25	0.34	-1.44	0	0	0	-0.32	0.34	-0.38	0.28	0
PIGA	0	0.38	0	0	0	0	0	0	0	0	0.29	0	0
ERP29	0	0.6	-0.36	0	-0.4	0	0	0	0	0.3	0	0	0
ATP13A2	0	0.3	0	0	0	0	0	0	0	0	0	0	0
MED13L	0	0.43	0	0.27	0	0	0	0	0	0	0	0	0
ATP2A3	0	0.34	0	0	0	0	0	0	0	0.52	0.47	0	0
AGPAT5	0	0.5	0	0	0	0	0	0	0	0	0	0	0
JUND	0	0.65	0.28	-0.38	-0.7	0	0	0	0	0	0	0.32	0
CCDC186	0	0.6	0	0	0	0	0	0	0	0	0	0	0
BANP	0	0.42	0	0	0	0	0	0	0	0	0	0	0
LRR1	0	0.43	0	0	0	0	0	0	0.45	0	0	0	0
DHTKD1	0	0.33	0	0	0	0	0	0	0	0	0	0	0
GNL3	0	0.74	0	0	0	0	0	0	0	0	0	0	0
CTDP1	0	0.36	0	0	0	0	0	0	0	0	0	0	0
CAPN2	0	-0.64	-0.31	0.37	-0.53	0	0	-0.27	0	-0.63	-0.41	0	0
FAM105A	0	0.4	0.36	0	0	0	0	0	0	0	0	0	0
PPP6R1	0	0.36	0	0	0	0	0	0	0	0	0	0	0
RNF126	0	0.49	0	0	0	0	0	0	0	0	0	0	0
ARHGEF7	0	0.43	0	0	-0.25	0.29	0	0	0	0.27	0	0	0
SFT2D2	0	0.46	0	0	-0.27	0	0	0	0	0	0	0	0
CXorf40A	0	0.58	0	0	0	0	0	0	0	0.27	0	0	0
RBM47	0	0.33	0.72	0.38	0	0	0	0.32	0	0	0	0	0
MICAL1	0	0.33	0.26	0.29	0	0	0	0.32	0	0	0	0	0
N4BP2	0	0.31	0	0	0	0	0	0	0	0	0	0	0
NINJ1	0	0.72	1.12	-0.58	-0.81	-0.43	0	0.71	0	-0.69	0.35	-0.49	0.35
AF213884	0	0.29	0	0	0	0	0	0	0	0	0	0	0
PPP1R3B	0	0.25	0	0	0	0	0	0	0	0	0	0	0
MT-ATP6	0	-0.65	0	0.38	-1.49	0	-0.27	0	-0.34	0.32	-0.38	0.36	0
YWHAQ	0	-0.63	-0.58	0.46	-1.03	0	0.25	0	0.28	-0.33	0	0.27	0
HIGD1A	0	0.29	0	0	0	0	0	0	0	0	0	0	0
PNOC	0	0.32	0	0	0.32	0	0	0	0	0.51	0	0	0
GGA2	0	0.4	0	0	-0.28	0	0	0	0	1	0	0	0
BRD4	0	0.52	0	0	-0.41	0	0	0	0	0	0	0	0
HIST1H2BK	0	0.42	0	0.59	0	0	0	0	0	0	0	0	0
RPS9	0	0.32	0	-0.31	-1.21	0	0	0	0	0.52	-0.33	0	0
HIST2H2BE	0	0.31	0	0	0	0	0	0	0	0	0	0	0
ARHGAP18	0	0.37	0.9	-0.3	-0.26	0	0	0	0	-0.26	1	0	0
REPIN1	0	0.31	0	0	0	0	0	0	0	0	0	0	0
ABCE1	0	0.49	0	0.28	0	0	0	0	0	0	0	0	0
PDGFB	0	0.26	0	0	0	0	0	0	0	0	0	0.49	0
GPR157	0	0.49	0	0	0	0	0	1.02	0	0	0	0	0
NAPA	0	0.49	0.43	0	-0.59	0	0	0	0	0	0	0	0
TOR3A	0	0.79	0	0	0.42	0	0	0.4	0	0.45	0	0	0
ARL5B	0	0.66	0.45	0.31	-0.3	0	0	0.34	0	0	0.37	0	0
NFX1	0	0.35	0	0	0	0	0	0	0	0	0	0	0
ZBTB10	0	0.45	0	0	0	0	0	0.33	0	0	0	0	0
RPPH1	0	0.26	0	0	0	0	0	0	0	0	0	0	0
RPS11	0	0.33	-0.28	0	-1.05	-0.27	0	0	-0.31	0.65	0	0	0
CDH1	0	0.32	0	0.74	0	0	0	0	0	0	0	0	0
ARHGAP27	0	0.26	0	0	0	0	0	0	0	0	0	0	0
ZNF891	0	0.26	0	0	0	0	0	0	0	0	0	0	0
FBXW11	0	0.37	0	0	0	0	0	0	0	0	0	0	0
COBLL1	0	0.33	0	0	0	0.44	0	0	0	0.5	0	0	0
NBPF14	0	0.39	0.38	0	0	0	0	0	0	0	0	0	0
MEF2D	0	0.36	0	0	0	0	0	0	0	0	0	0	0
SH3BP4	0	0.31	0	0.35	0	0	0	0	0	0	0	0	0
NBPF26	0	0.51	0.54	0	0	0	0	0	0	0	0	0	0
AC058791	0	0.28	0.27	0	0	0	0	0	0	0	0	0	0
TNFSF9	0	0.49	0	0	0	0	0	0	0	0	0	0	0
METRNL	0	0.3	0.58	0	0	0	0	0	0	0	0	0	0
SEC16A	0	0.31	0	0	0	0	0	0	0	0	0	0	0
PARP10	0	0.34	0	0	0	0	0	0	0	0	0	0	0
RHBDF2	0	0.31	0.28	0	0	0	0	0	0	0.3	0	0	0
MAP4K4	0	0.39	0.3	0	-0.29	0	0	0	0	0.57	0	0.42	0
VAV1	0	0.25	0	0	0	0	0	0	0	0	0	0	0
ITPR1	0	0.27	0	0	0	0	0	0	0	0	0	0	0
PTP4A3	0	0.32	-0.29	0	0.48	1.19	-0.25	0	0	0	-0.27	0.39	0.5
ADCY3	0	0.28	0	0	0	0.32	0	0	0	0	0	0	0
ADA	0	0.33	0	0	0	0	0	0	0	0.38	0	0	0
AHI1	0	0.38	-0.25	-0.25	-0.3	0	0.28	0	0.41	0	0.26	0	0
MT-CO1	0	-0.52	0	0.45	-1.8	0	-0.41	0	-0.31	0	0	0.33	0
MDFIC	0	0.32	0	0	0	0	0	0	0	0	0	0	0
CAT	0	0.37	0	0	-0.29	0	0	0.31	0	0	0	0	0
SPCS3	0	0.41	0.28	-0.25	0.46	0	0	0	0	0	0	0.28	0
SKIL	0	0.46	0	-0.27	-0.71	-0.36	-0.36	0	-0.31	0.81	0.98	0	-0.28
RREB1	0	0.27	0	0	0	0	0	0	0	0	0	0	0
PPP1R10	0	0.43	0	0.33	-0.3	0	0	0	0	0	0	0	0
TMBIM1	0	-0.48	0	0.44	-0.58	0	0	-0.27	0	-0.43	0	0	0
NUAK2	0	0.29	0	0	0	0	0	0	0	0	0	0	0
NGLY1	0	0.34	0	0	0	0	0	0	0	0.45	0	0	0
NRDC	0	0.4	0	0	0	0	0	0	0	0	0	0	0
RAB40B	0	0.46	0	0.26	0	0	0	0	0	0	0	0	0
SLC25A19	0	0.3	0.42	0	0	0	0	0	0	0.34	0	0	0
UBE2J1	0	0.38	0	-0.29	0.58	0	0	0	0	1.48	0	0.27	0
BAG1	0	0.46	0	0.27	-0.36	0	0	0	0	0	0	0	0
MAP3K2	0	0.36	0	0	-0.27	0	0	0	0	0	0	0	0
GRSF1	0	0.44	-0.25	0	-0.54	0	0	0.62	0	-0.28	0	0	0.61
FAM53B	0	0.28	0	0	0	0	0	0	0	0	0	0	0.27
DAPP1	0	0.36	0	0	0	0	0	1.02	0	0.71	0	0	0
SEMA4A	0	0.36	0.37	0	0	0	0	0	0	0.48	0.28	0	0
GPI	0	-0.53	0	0.58	-0.75	0	0	-0.25	0	-0.41	-0.36	-0.28	0
AMZ2	0	0.42	0	0	0	0	0	0	0	0	0	0	0
ITPR2	0	0.28	0.36	0.61	0	0	0	0	0	0	0.26	0	0
ZBTB38	0	-0.43	-0.28	-0.26	0	0.26	0	0	0	0	0	0	0.46
BAK1	0	0.32	0	0	0	0	0	0	0	0	0	0	0.34
WDR83OS	0	-0.41	-0.32	0	-0.73	0	0	0	0	-0.43	0	0	0
CHCHD2	0	0.34	-0.31	0.28	-0.97	0	0.46	0	0.28	-0.28	-0.26	0	0
TRMT112	0	-0.44	-0.42	0.34	-0.7	0	0	-0.35	0	0	0	0	0
CNIH4	0	-0.44	0	0.27	-0.55	0	0	-0.36	0	-0.3	-0.28	0.46	0
KLF3	0	0.59	0	0.55	-0.44	0	-0.37	0	-0.42	-0.44	0	0	-0.28
SP110	0	0.32	0	-0.27	-0.34	0	0.29	0	0	0.41	0	0	0
MYCL	0	0.26	0	0	0	0	0	0	0	0	0	0	0
PGAM1	0	-0.55	-0.29	-0.28	-1.04	0	0.65	0	0.54	-0.61	-0.5	-0.31	0.43
TMEM106C	0	-0.39	-0.34	0.49	-0.34	0	0.73	-0.33	0.81	-0.27	-0.26	-0.31	0
KLHDC4	0	0.25	0	0	0	0	0	0	0	0	0	0	0
SND1	0	0.36	0	0	0	0	0	0	0	0	0	0	0
MAD2L2	0	0.4	0	0.35	-0.33	0	0.49	0	0.69	-0.26	-0.28	0	0
TCEB2	0	-0.43	0	0.3	-0.82	0	0	-0.27	0	-0.54	-0.25	0	0
SLFN11	0	0.27	0	0	0	0	0	0	0	0	0	0	0
USP7	0	0.25	0	0	0	0	0	0	0	0.26	0	0	0
SNAP29	0	0.38	0	0	0	0	0	0	0	0	0	0	0
ARFGAP3	0	0.4	0.44	0	0	0	0	0	0	0	0.29	0	0
MPST	0	-0.35	0	0.29	-0.27	0	0	0	0	-0.35	0	0	0
FKBP8	0	-0.42	0	0	-0.62	0	0	0	0	0	0	0	0
SLC1A4	0	0.31	0	0	0	0	0	0	0.28	0	0	0	0
ITCH	0	0.28	0	0	0	0	0	0	0	0	0	0	0
SNX9	0	0.33	0	-0.48	-0.77	0	0.31	0	0	0.33	-0.42	0	0.55
TMEM39A	0	0.34	0	0	0	0	0	0	0	0	0	0	0
SRRM2	0	0.37	0	0.28	-0.56	0	0	0	0	0	0	0	0
GNAQ	0	0.27	0.29	0	0	0	0	0	0	0	0.26	0.39	0
MT-ND5	0	-0.45	0	0.27	-0.88	0	-0.27	0	-0.27	0	-0.29	0.43	0
TMEM14A	0	-0.42	-0.43	0.54	-0.46	0	0	-0.34	0	-0.34	0	0	0
PLEKHO1	0	0.3	0.38	0	0	0	0	0	0	0	0	0	0
SKAP2	0	0.32	0.34	0	0	0	0	0	0	0.44	0	0	0
ATPIF1	0	-0.43	-0.54	-0.29	-0.46	0	0.34	-0.43	0.37	0.35	0	0.27	0
ERCC1	0	0.36	0	0	-0.31	0	0	0	0	0	0	0	0
SRSF6	0	0.32	0	0.29	0	0	0	0	0	0	0	0	0
SSR1	0	0.38	0	0.27	0	0	0	0	0	0	0	0	0
RNF187	0	-0.39	-0.34	0.3	-0.43	0	0	-0.3	0	-0.3	0	0	0
DUSP3	0	0.31	0.38	0	0	0	0	0	0	0	0	0	0
DBNL	0	0.34	0.25	0	-0.48	0	0	0.37	0	0.59	0	0	0
SHISA5	0	-0.45	-0.3	-0.27	-0.69	0	0.38	-0.5	0.29	-0.3	0	0.26	0
GAK	0	0.27	0	0	0	0	0	0	0	0	0	0	0
DPY30	0	-0.35	-0.3	0.39	-0.4	0	0	0	0	0	0	0	0
TBC1D8	0	0.27	0	0	0	0	0	0.53	0	0	0	0	0.3
ZNF706	0	0.34	0	0.44	-0.27	0	0	0	0	0	-0.33	0	0
FBXO34	0	0.38	0	0	-0.28	0	0.25	0	0	0	0.45	0	0
PTPN2	0	0.31	0	0	0	0	0	0.27	0	0	0	0	0
TMEM256-PLSCR3	0	-0.33	-0.27	0.27	-0.36	0	0	0	0	-0.31	0	0	0
RPP21	0	-0.36	-0.31	0.3	-0.43	0	0	-0.36	0	0	0	0	0
NDFIP2	0	-0.37	-0.4	0	-0.35	0	0.31	-0.36	0.27	-0.41	0.48	0	0.29
DNAJC4	0	0.33	0	0	0	0	0	0	0	0	0.41	0	0
ATP6V0C	0	0.29	0.69	0.25	-0.88	-0.26	0	0	0	0	0	-0.31	0
MED29	0	0.38	0	0	0	0	0	0	0	0	0	0	0
VPS28	0	-0.39	-0.27	0.33	-0.72	0	0	0	0	0	0	0	0
STX7	0	0.28	0.26	0	0	0	0	0	0	0.75	0	0	0
SIVA1	0	0.36	-0.32	0.34	-0.61	0	0.54	-0.31	0.58	0	0	0.36	0
TOB2	0	0.33	0	0	-0.32	0	0	0	0	0	0	0	0
RP11-182L21	0	0.28	0	0	0	0	0	0	0	0	0.28	0	0
SMC6	0	0.31	0	0	0	0	0	0	0	0	0	0	0
THAP2	0	0.7	0.7	0	0	0	0	0.39	0	0	0.49	0	0
STAT6	0	0.31	0	0	-0.32	0	0	0	0	0.26	0	0	0
GLUD1	0	-0.48	-0.3	0.41	-0.73	0	0	0	0	-0.49	-0.28	0	0
NAGK	0	0.3	0.47	0	0	0	0	0	0	0	0	0	0
HIF1A	0	-0.54	0.73	-0.48	-0.9	0.39	0	0	0	0	0.45	0.25	0
TRIM44	0	0.28	0	0	0	0	0	0	0	0	0	0	0
WDFY2	0	0.29	0	0	0	0	0	0	0	0	0	0	0
RNF11	0	0.34	0	0	-0.38	0	0	0	0	-0.34	0	0	0
SUMO2	0	-0.32	-0.44	0	-1.38	0	0.36	0	0.43	-0.26	0	0	0.33
ARHGAP5	0	0.27	0	0.25	0	0	0	0	0	0	0	0	0
PDPK1	0	0.29	0	0	0	0	0	0	0	0	0	0	0
INPP1	0	-0.29	0	0.26	-0.27	0	0	0	0	-0.27	0	0.45	0
TMEM106B	0	-0.27	-0.26	0.47	0	0	0	-0.25	0	0	0	0	0
ETF1	0	0.31	0.28	0	-0.48	0	0	0	0	0	0	0	0
FPGS	0	0.27	0	0	-0.26	0	0	0	0	0	0	0	0
SRPRA	0	0.33	0	-0.29	0	0	0	0	0	0	0	0	0.28
C11orf71	0	0.29	0	0	0	0	0	0	0	0	0	0	0
TMEM107	0	0.33	0	0	0	0	0	0	0.28	0	0	0	0
CBX3	0	-0.4	-0.28	0.27	-0.73	0	0.43	0	0.49	0.33	0	0.26	0
MEA1	0	-0.36	-0.26	0.34	-0.5	0	0.31	0	0.31	0	0	0	0
PPP1CC	0	-0.39	-0.42	0.39	-0.44	0	0	-0.41	0	0.75	0	0	0
GLTP	0	-0.36	0	0.72	-0.47	0	0	0	0	-0.27	0	0	0
MAGEF1	0	-0.26	-0.26	0.65	0	0	0	0	0	0	0	0	0
FAM96A	0	0.3	0.34	0.28	0	0	0.34	0	0.36	0.35	0	0	0
JMJD1C	0	0.29	0.33	-0.39	-0.66	0	0	0	0	0.37	0	0.41	0
RBM6	0	0.27	0	0	0	0	0	0	0	0.57	0	0	0
USP11	0	0.3	-0.33	-0.26	-0.35	0	0	0	0	0	0	0	0
HACD3	0	-0.31	-0.34	0.48	-0.34	0	0	-0.31	0	-0.28	0	0.37	0
NUDT22	0	0.31	0	0	0	0	0	0	0	0	0	0	0
MIF4GD	0	0.26	0	0	0	0	0	0	0	0	0	0	0
ECHS1	0	-0.35	-0.27	0.28	-0.44	0	0	0	0	-0.26	0	0	0
ATG101	0	0.37	0	0	-0.26	0	0	0	0	0	0	0	0
DGCR6L	0	-0.32	-0.27	0.26	-0.38	0	0	-0.29	0	-0.28	0	0	0
ALDH3A2	0	-0.28	0	0.34	0	0	0	0	0	0	0	0	0
EIF1AY	0	0.34	0	-0.28	0	0	0.28	0	0.26	0.4	0	0	0
DEGS1	0	-0.36	0	-0.36	-0.48	0	0	0	0	0	0	0	0
RAB21	0	0.28	0	0	0	0	0	0	0	0	0	0	0
BCL3	0	0.32	0.28	-0.3	-0.49	0	0	0.37	0	0.26	0.41	0	0
TM9SF2	0	0.31	0	0.31	0	0	0	0	0	0	0	0	0
MEAF6	0	-0.35	-0.3	0	-0.51	0	0	-0.28	0.27	0	0	0	0
HMOX2	0	-0.33	-0.28	0	-0.39	0	0	0	0	0	0	0	0
STAT1	0	0.31	0.4	-0.25	-0.61	0	0	0	0	-0.5	0	-0.32	0.43
MRPS26	0	-0.34	-0.31	0.38	-0.38	0	0	-0.32	0	0	0	0	0
C19orf60	0	-0.35	0	-0.31	-0.42	0	0	0	0	-0.26	0	0	0
C6orf62	0	0.26	0	0	-0.29	0	0	0	0	0	0	0	0
TMX4	0	-0.35	-0.25	-0.4	-0.38	0	0.33	-0.33	0	0	0	0	0
APEX1	0	0.31	-0.37	0.3	-0.55	0	0	0	0	0	0	0	0
SDC4	0	-0.39	0	0.92	-0.44	-0.38	0	0	0	-0.43	-0.34	-0.42	0
AP000769	0	0.4	0	0	0	0	0	0	0	0	0.45	0	0
UBALD2	0	0.28	0	0	0	0	0	0	0.32	0	0	0	0
HK1	0	-0.27	0	0	-0.34	0	0	0	0	0	0	0	0
SFXN1	0	-0.29	-0.28	0	-0.28	0	0.35	-0.25	0.3	0	0	0	0
ST13	0	-0.34	-0.28	0.38	-0.97	0	0	0	0	0	0	0	0
MT-ND1	0	-0.45	0	0.34	-1.58	0	-0.45	0	-0.56	-0.46	-0.31	0.42	-0.43
LAPTM4B	0	-0.29	-0.3	0.34	-0.33	0	-0.27	-0.3	0	-0.31	0	0.44	0
ECH1	0	-0.36	-0.35	0	-0.49	0	0	0	0	0	0	0	0.27
MGAT2	0	0.28	0	0	0	0	0	0	0	0	0	0	0
APOL6	0	-0.31	0	-0.31	0	0	0.29	0	0	-0.31	0	0	0
INTS6	0	0.29	0	0	-0.26	0	0	0	0	0	0	0	0
COPA	0	0.29	0	0	-0.37	0	0	0	0	0	0	0	0
TWISTNB	0	0.78	0.52	0	-0.44	0	0	0	0	0.26	0.89	0	0
POLR2F	0	-0.34	-0.3	0.65	-0.48	0	0	-0.33	0	0	0	0	0
RNF144B	0	0.28	0.51	0	0	0	0	0.56	0	0	0	0	0
C16orf13	0	-0.33	-0.28	0.29	-0.51	0	0	-0.29	0	-0.34	0	0	0
DCPS	0	0.37	0	0.29	0	0	0.28	0	0.27	0	0	0	0
GLA	0	0.54	0.85	-0.37	0	0	0	0.5	0	0.33	0.34	0	0
SUPT5H	0	0.26	0	0	-0.27	0	0	0	0	0	0	0	0
H1FX	0	0.52	0	0.97	0.54	0	0	0	0.27	-0.48	-0.38	0.26	0
MLF1	0	-0.3	-0.3	0.54	-0.33	0	0	-0.29	0	0	0	0	-0.27
APPL1	0	0.26	0	0.26	-0.3	0	0	0	0	0	0	0	0
SF3B6	0	-0.34	-0.4	0.33	-0.79	0	0	-0.3	0	-0.31	-0.27	0	0
CISH	0	0.3	0	0	0	0	0	0	0	0	0	0	0
DYNLRB1	0	-0.35	-0.32	0.28	-0.77	0	0	-0.25	0	-0.28	0	0	0
COPS6	0	-0.32	-0.35	0.3	-0.46	0	0	-0.27	0	0	0	0	0
ACTL6A	0	-0.27	-0.29	0.67	-0.3	0	0	-0.25	0	0	0	0	0
POR	0	-0.26	0	0.53	-0.33	0.26	0	0	0	0	0	0	0
SHMT2	0	-0.3	-0.33	0.58	0	0	0.27	0	0	0.27	0	0	0
PAPSS1	0	-0.26	0	0.28	0	0	0	0	0	0	0	0	0
DDX3Y	0	0.3	0.37	-0.36	-0.36	0	0	0	0	0	0.45	0	0
HNRNPH1	0	0.29	0	0	-0.46	0	0	0	0	0	0	0.28	0
PPT1	0	-0.31	0.84	0	-0.45	0	0	0.42	0	-0.28	0	0	0
GBP4	0	-0.34	0	-0.28	-0.36	0.34	0	0	0	0	0	0.52	0.31
SUMO1	0	-0.32	-0.3	0	-0.78	0	0.27	0	0	-0.25	0	0	0.25
POP7	0	-0.26	-0.29	0.52	-0.28	0	0	0	0	0	0	0	0
