"CD4Tconv"	"Fibroblasts"	"Mono/Macro"	"Malignant"	"Plasma"	"Pericytes"	"CD8Tex"	"DC"	"Tprolif"	"B"	"Mast"	"Endothelial"	"Treg"
"A2M.9"	0	0	0	2.54	0	0	0	0	0	0	0	0	0
"SAA1.3"	0	0	0	2.46	0	0	0	0	0	0	0	0	0
"SFRP1.2"	0	0	0	2.25	0	0	0	0	0	0	0	0	0
"CCND1.8"	0	0	0	2.11	0	0	0	0	0	0	0	0	0
"COL9A3.1"	0	0	0	1.97	0	0	0	0	0	0	0	0	0
"RASD1.5"	0	0	0	1.89	0	0	0	0	0	0	0	0	0
"LTF.1"	0	0	0	1.83	0	0	0	0	0	0	0	0	0
"SOSTDC1.1"	0	0	0	1.82	0	0	0	0	0	0	0	0	0
"ACTG2.3"	0	0	0	1.67	0	0	0	0	0	0	0	0	0
"DHCR7.7"	0	0	0	1.66	0	0	0	0	0	0	0	0	0
"LCN2.3"	0	0	0	1.61	0	0	0	0	0	0	0	0	0
"PRR4.2"	0	0	0	1.58	0	0	0	0	0	0	0	0	0
"CHI3L1.3"	0	0	0	1.57	0	0	0	0	0	0	0	0	0
"CRABP1.1"	0	0	0	1.53	0	0	0	0	0	0	0	0	0
"FBXO32.7"	0	0	0	1.51	0	0	0	0	0	0	0	0	0
"KRT23.3"	0	0	0	1.49	0	0	0	0	0	0	0	0	0
"CTTN.6"	0	0	0	1.49	0	0	0	0	0	0	0	0	0
"MDK.11"	0	0	0	1.46	0	0	0	0	0	0	0	0	0
"PLBD1.2"	0	0	0	1.46	0	0	0	0	0	0	0	0	0
"SBSPON.1"	0	0	0	1.44	0	0	0	0	0	0	0	0	0
"RARRES1.7"	0	0	0	1.41	0	0	0	0	0	0	0	0	0
"H1F0.4"	0	0	0	1.4	0	0	0	0	0	0	0	0	0
"LDHB.4"	0	0	0	1.34	0	0	0	0	0	0	0	0	0
"EPCAM.10"	0	0	0	1.34	0	0	0	0	0	0	0	0	0
"STRAP.3"	0	0	0	1.33	0	0	0	0	0	0	0	0	0
"RCN2.5"	0	0	0	1.33	0	0	0	0	0	0	0	0	0
"PHB2.2"	0	0	0	1.32	0	0	0	0	0	0	0	0	0
"C12orf57.7"	0	0	0	1.31	0	0	0	0	0	0	0	0	0
"MYLK.7"	0	0	0	1.31	0	0	0	0	0	0	0	0	0
"RPN2.2"	0	0	0	1.31	0	0	0	0	0	0	0	0	0
"AQP5.1"	0	0	0	1.28	0	0	0	0	0	0	0	0	0
"MLF2.4"	0	0	0	1.28	0	0	0	0	0	0	0	0	0
"MDH2.4"	0	0	0	1.27	0	0	0	0	0	0	0	0	0
"NTRK2.2"	0	0	0	1.24	0	0	0	0	0	0	0	0	0
"EPS8.1"	0	0	0	1.22	0	0	0	0	0	0	0	0	0
"IGFBP2.6"	0	0	0	1.17	0	0	0	0	0	0	0	0	0
"SERPINA3.4"	0	0	0	1.17	0	0	0	0	0	0	0	0	0
"NFIB.7"	0	0	0	1.15	0	0	0	0	0	0	0	0	0
"PDIA6.2"	0	0	0	1.14	0	0	0	0	0	0	0	0	0
"ITGA6.9"	0	0	0	1.13	0	0	0	0	0	0	0	0	0
"RPL7.5"	0	0	0	1.12	0	0	0	0	0	0	0	0	0
"TM7SF3.1"	0	0	0	1.12	0	0	0	0	0	0	0	0	0
"NPW.1"	0	0	0	1.12	0	0	0	0	0	0	0	0	0
"DAPL1.3"	0	0	0	1.09	0	0	0	0	0	0	0	0	0
"CSRP2.4"	0	0	0	1.08	0	0	0	0	0	0	0	0	0
"CADM1.1"	0	0	0	1.08	0	0	0	0	0	0	0	0	0
"NPTX2.1"	0	0	0	1.08	0	0	0	0	0	0	0	0	0
"KRT18.11"	0	0	0	1.07	0	0	0	0	0	0	0	0	0
"NDUFA4.3"	0	0	0	1.04	0	0	0	0	0	0	0	0	0
"BCAM.10"	0	0	0	1.04	0	0	0	0	0	0	0	0	0
"STK38L.1"	0	0	0	1.04	0	0	0	0	0	0	0	0	0
"AKAP9.1"	0	0	0	1.04	0	0	0	0	0	0	0	0	0
"SPINT2.8"	0	0	0	1.03	0	0	0	0	0	0	0	0	0
"ERGIC3.2"	0	0	0	1.03	0	0	0	0	0	0	0	0	0
"PPDPF.8"	0	0	0	1.03	0	0	0	0	0	0	0	0	0
"HSP90B1.5"	0	0	0	1.02	0	0	0	0	0	0	0	0	0
"TFAP2C.1"	0	0	0	1	0	0	0	0	0	0	0	0	0
"PTMS.7"	0	0	0	0.99	0	0	0	0	0	0	0	0	0
"ARPC1A.5"	0	0	0	0.99	0	0	0	0	0	0	0	0	0
"COL4A2.7"	0	0	0	0.99	0	0	0	0	0	0	0	0	0
"TUSC3.8"	0	0	0	0.96	0	0	0	0	0	0	0	0	0
"MEST.2"	0	0	0	0.94	0	0	0	0	0	0	0	0	0
"KRT8.10"	0	0	0	0.93	0	0	0	0	0	0	0	0	0
"MYL9.9"	0	0	0	0.93	0	0	0	0	0	0	0	0	0
"CSRP1.4"	0	0	0	0.93	0	0	0	0	0	0	0	0	0
"KLK6.1"	0	0	0	0.92	0	0	0	0	0	0	0	0	0
"BAMBI.2"	0	0	0	0.92	0	0	0	0	0	0	0	0	0
"SSPN.7"	0	0	0	0.92	0	0	0	0	0	0	0	0	0
"RPLP1.7"	0	0	0	0.92	0	0	0	0	0	0	0	0	0
"PRSS21.1"	0	0	0	0.9	0	0	0	0	0	0	0	0	0
"TPBG.7"	0	0	0	0.9	0	0	0	0	0	0	0	0	0
"SMIM10L1.1"	0	0	0	0.9	0	0	0	0	0	0	0	0	0
"ALDH9A1.1"	0	0	0	0.89	0	0	0	0	0	0	0	0	0
"HEY1.1"	0	0	0	0.89	0	0	0	0	0	0	0	0	0
"YBX3.7"	0	0	0	0.88	0	0	0	0	0	0	0	0	0
"ETV4.1"	0	0	0	0.88	0	0	0	0	0	0	0	0	0
"PDAP1.4"	0	0	0	0.87	0	0	0	0	0	0	0	0	0
"DDIT4.9"	0	0	0	0.86	0	0	0	0	0	0	0	0	0
"ANO1.2"	0	0	0	0.86	0	0	0	0	0	0	0	0	0
"LRP6.1"	0	0	0	0.86	0	0	0	0	0	0	0	0	0
"ATP1B3.7"	0	0	0	0.85	0	0	0	0	0	0	0	0	0
"TPI1.7"	0	0	0	0.85	0	0	0	0	0	0	0	0	0
"FAM210B.2"	0	0	0	0.84	0	0	0	0	0	0	0	0	0
"PPFIA1.3"	0	0	0	0.84	0	0	0	0	0	0	0	0	0
"PUF60.2"	0	0	0	0.84	0	0	0	0	0	0	0	0	0
"PDIA3.2"	0	0	0	0.84	0	0	0	0	0	0	0	0	0
"CXADR.3"	0	0	0	0.83	0	0	0	0	0	0	0	0	0
"CLDN4.11"	0	0	0	0.83	0	0	0	0	0	0	0	0	0
"PPP1R14C.1"	0	0	0	0.83	0	0	0	0	0	0	0	0	0
"DUSP6.3"	0	0	0	0.83	0	0	0	0	0	0	0	0	0
"MAGEF1.1"	0	0	0	0.82	0	0	0	0	0	0	0	0	0
"CTSB.8"	0	0	0	0.82	0	0	0	0	0	0	0	0	0
"NCOA7.4"	0	0	0	0.82	0	0	0	0	0	0	0	0	0
"IRF6.9"	0	0	0	0.82	0	0	0	0	0	0	0	0	0
"BLCAP.3"	0	0	0	0.82	0	0	0	0	0	0	0	0	0
"ALDH7A1.1"	0	0	0	0.81	0	0	0	0	0	0	0	0	0
"MRPS35.1"	0	0	0	0.81	0	0	0	0	0	0	0	0	0
"FADD.3"	0	0	0	0.81	0	0	0	0	0	0	0	0	0
"MARCKSL1.6"	0	0	0	0.81	0	0	0	0	0	0	0	0	0
"TFAP2A.3"	0	0	0	0.8	0	0	0	0	0	0	0	0	0
"VGLL4.6"	0	0	0	0.8	0	0	0	0	0	0	0	0	0
"RPLP0.3"	0	0	0	0.79	0	0	0	0	0	0	0	0	0
"PABPC1.8"	0	0	0	0.79	0	0	0	0	0	0	0	0	0
"SCPEP1.4"	0	0	0	0.78	0	0	0	0	0	0	0	0	0
"WWTR1.5"	0	0	0	0.78	0	0	0	0	0	0	0	0	0
"TM4SF1.11"	0	0	0	0.78	0	0	0	0	0	0	0	0	0
"RPL8.10"	0	0	0	0.77	0	0	0	0	0	0	0	0	0
"EFNA1.10"	0	0	0	0.77	0	0	0	0	0	0	0	0	0
"WBSCR22.1"	0	0	0	0.77	0	0	0	0	0	0	0	0	0
"FAM60A.5"	0	0	0	0.77	0	0	0	0	0	0	0	0	0
"CLDN3.1"	0	0	0	0.77	0	0	0	0	0	0	0	0	0
"ARC.1"	0	0	0	0.76	0	0	0	0	0	0	0	0	0
"DDR1.3"	0	0	0	0.76	0	0	0	0	0	0	0	0	0
"ALDH1A3.2"	0	0	0	0.76	0	0	0	0	0	0	0	0	0
"MGST1.7"	0	0	0	0.76	0	0	0	0	0	0	0	0	0
"TPM1.8"	0	0	0	0.76	0	0	0	0	0	0	0	0	0
"PPFIBP1.8"	0	0	0	0.76	0	0	0	0	0	0	0	0	0
"HEBP1.4"	0	0	0	0.74	0	0	0	0	0	0	0	0	0
"PPIB.5"	0	0	0	0.74	0	0	0	0	0	0	0	0	0
"WBP11.1"	0	0	0	0.74	0	0	0	0	0	0	0	0	0
"TRIP6.3"	0	0	0	0.74	0	0	0	0	0	0	0	0	0
"GTF2I.1"	0	0	0	0.74	0	0	0	0	0	0	0	0	0
"ETV5.2"	0	0	0	0.73	0	0	0	0	0	0	0	0	0
"CDKN1B.10"	0	0	0	0.73	0	0	0	0	0	0	0	0	0
"SPINT1.7"	0	0	0	0.73	0	0	0	0	0	0	0	0	0
"MED21.2"	0	0	0	0.73	0	0	0	0	0	0	0	0	0
"MAGOHB.1"	0	0	0	0.73	0	0	0	0	0	0	0	0	0
"AHCY.3"	0	0	0	0.73	0	0	0	0	0	0	0	0	0
"NPB.1"	0	0	0	0.73	0	0	0	0	0	0	0	0	0
"ENO1.7"	0	0	0	0.72	0	0	0	0	0	0	0	0	0
"BAIAP2L1.3"	0	0	0	0.72	0	0	0	0	0	0	0	0	0
"HMGN3.2"	0	0	0	0.71	0	0	0	0	0	0	0	0	0
"PLOD3.1"	0	0	0	0.71	0	0	0	0	0	0	0	0	0
"ERRFI1.4"	0	0	0	0.71	0	0	0	0	0	0	0	0	0
"RAMP1.2"	0	0	0	0.71	0	0	0	0	0	0	0	0	0
"GGH.1"	0	0	0	0.71	0	0	0	0	0	0	0	0	0
"BMP7.2"	0	0	0	0.7	0	0	0	0	0	0	0	0	0
"RPL4.5"	0	0	0	0.7	0	0	0	0	0	0	0	0	0
"KRT6B.9"	0	0	0	0.7	0	0	0	0	0	0	0	0	0
"TMED10.1"	0	0	0	0.7	0	0	0	0	0	0	0	0	0
"FKBP9.7"	0	0	0	0.7	0	0	0	0	0	0	0	0	0
"ST13.1"	0	0	0	0.7	0	0	0	0	0	0	0	0	0
"ATRAID.3"	0	0	0	0.69	0	0	0	0	0	0	0	0	0
"FSCN1.8"	0	0	0	0.69	0	0	0	0	0	0	0	0	0
"CPNE3.3"	0	0	0	0.69	0	0	0	0	0	0	0	0	0
"LPCAT3.1"	0	0	0	0.69	0	0	0	0	0	0	0	0	0
"PLK2.4"	0	0	0	0.68	0	0	0	0	0	0	0	0	0
"TGFA.2"	0	0	0	0.68	0	0	0	0	0	0	0	0	0
"TRIM29.10"	0	0	0	0.68	0	0	0	0	0	0	0	0	0
"GBAS.1"	0	0	0	0.68	0	0	0	0	0	0	0	0	0
"RAD21.5"	0	0	0	0.68	0	0	0	0	0	0	0	0	0
"YWHAE.4"	0	0	0	0.68	0	0	0	0	0	0	0	0	0
"PODXL2.1"	0	0	0	0.67	0	0	0	0	0	0	0	0	0
"TMEM9.4"	0	0	0	0.67	0	0	0	0	0	0	0	0	0
"TMEM98.7"	0	0	0	0.67	0	0	0	0	0	0	0	0	0
"SCARB1.1"	0	0	0	0.67	0	0	0	0	0	0	0	0	0
"TACSTD2.9"	0	0	0	0.67	0	0	0	0	0	0	0	0	0
"HDAC2.1"	0	0	0	0.67	0	0	0	0	0	0	0	0	0
"SH3RF1.1"	0	0	0	0.67	0	0	0	0	0	0	0	0	0
"MCM7.4"	0	0	0	0.66	0	0	0	0	0	0	0	0	0
"RNF24.1"	0	0	0	0.66	0	0	0	0	0	0	0	0	0
"PRAME.1"	0	0	0	0.65	0	0	0	0	0	0	0	0	0
"CMAS.1"	0	0	0	0.65	0	0	0	0	0	0	0	0	0
"CENPV.1"	0	0	0	0.65	0	0	0	0	0	0	0	0	0
"MLEC.1"	0	0	0	0.65	0	0	0	0	0	0	0	0	0
"BANF1.6"	0	0	0	0.64	0	0	0	0	0	0	0	0	0
"C1QBP.3"	0	0	0	0.64	0	0	0	0	0	0	0	0	0
"ATP6AP2.6"	0	0	0	0.64	0	0	0	0	0	0	0	0	0
"RGS12.1"	0	0	0	0.64	0	0	0	0	0	0	0	0	0
"TMED4.1"	0	0	0	0.64	0	0	0	0	0	0	0	0	0
"OAT.4"	0	0	0	0.64	0	0	0	0	0	0	0	0	0
"SERPINE2.7"	0	0	0	0.64	0	0	0	0	0	0	0	0	0
"PEBP1.4"	0	0	0	0.64	0	0	0	0	0	0	0	0	0
"EIF3L.2"	0	0	0	0.64	0	0	0	0	0	0	0	0	0
"HACD3.2"	0	0	0	0.64	0	0	0	0	0	0	0	0	0
"ELF3.9"	0	0	0	0.63	0	0	0	0	0	0	0	0	0
"RPN1.1"	0	0	0	0.63	0	0	0	0	0	0	0	0	0
"NDUFB9.4"	0	0	0	0.63	0	0	0	0	0	0	0	0	0
"LAPTM4B.4"	0	0	0	0.63	0	0	0	0	0	0	0	0	0
"ZKSCAN1.1"	0	0	0	0.62	0	0	0	0	0	0	0	0	0
"CST3.6"	0	0	0	0.62	0	0	0	0	0	0	0	0	0
"PPP1R1B.1"	0	0	0	0.62	0	0	0	0	0	0	0	0	0
"GPAA1.2"	0	0	0	0.62	0	0	0	0	0	0	0	0	0
"MIF.7"	0	0	0	0.62	0	0	0	0	0	0	0	0	0
"FGF19.1"	0	0	0	0.61	0	0	0	0	0	0	0	0	0
"NUCKS1.6"	0	0	0	0.61	0	0	0	0	0	0	0	0	0
"MDFI.1"	0	0	0	0.61	0	0	0	0	0	0	0	0	0
"COMT.3"	0	0	0	0.61	0	0	0	0	0	0	0	0	0
"RP11-66B24.2.1"	0	0	0	0.61	0	0	0	0	0	0	0	0	0
"RCN1.8"	0	0	0	0.61	0	0	0	0	0	0	0	0	0
"EIF4H.1"	0	0	0	0.61	0	0	0	0	0	0	0	0	0
"CD24.10"	0	0	0	0.6	0	0	0	0	0	0	0	0	0
"PHF14.2"	0	0	0	0.6	0	0	0	0	0	0	0	0	0
"ORAOV1.1"	0	0	0	0.6	0	0	0	0	0	0	0	0	0
"SAA2.1"	0	0	0	0.6	0	0	0	0	0	0	0	0	0
"TCEA1.2"	0	0	0	0.6	0	0	0	0	0	0	0	0	0
"SYNM.2"	0	0	0	0.6	0	0	0	0	0	0	0	0	0
"FXYD3.9"	0	0	0	0.6	0	0	0	0	0	0	0	0	0
"TRIM2.2"	0	0	0	0.6	0	0	0	0	0	0	0	0	0
"MRPL3.2"	0	0	0	0.6	0	0	0	0	0	0	0	0	0
"C6orf48.1"	0	0	0	0.59	0	0	0	0	0	0	0	0	0
"BUD31.4"	0	0	0	0.59	0	0	0	0	0	0	0	0	0
"PHGDH.3"	0	0	0	0.59	0	0	0	0	0	0	0	0	0
"CKAP4.4"	0	0	0	0.59	0	0	0	0	0	0	0	0	0
"LY6E.6"	0	0	0	0.59	0	0	0	0	0	0	0	0	0
"ST3GAL4.4"	0	0	0	0.59	0	0	0	0	0	0	0	0	0
"SNAI2.2"	0	0	0	0.59	0	0	0	0	0	0	0	0	0
"PRKDC.1"	0	0	0	0.58	0	0	0	0	0	0	0	0	0
"MRPS26.3"	0	0	0	0.58	0	0	0	0	0	0	0	0	0
"ENTPD6.1"	0	0	0	0.58	0	0	0	0	0	0	0	0	0
"PRDX4.5"	0	0	0	0.58	0	0	0	0	0	0	0	0	0
"TPT1-AS1.1"	0	0	0	0.58	0	0	0	0	0	0	0	0	0
"DKK1.2"	0	0	0	0.58	0	0	0	0	0	0	0	0	0
"MEG3.8"	0	0	0	0.58	0	0	0	0	0	0	0	0	0
"PDIA4.1"	0	0	0	0.58	0	0	0	0	0	0	0	0	0
"RBP1.8"	0	0	0	0.58	0	0	0	0	0	0	0	0	0
"U2SURP.3"	0	0	0	0.57	0	0	0	0	0	0	0	0	0
"SHFM1.5"	0	0	0	0.57	0	0	0	0	0	0	0	0	0
"CNBP.5"	0	0	0	0.57	0	0	0	0	0	0	0	0	0
"ASPH.3"	0	0	0	0.57	0	0	0	0	0	0	0	0	0
"COPS6.1"	0	0	0	0.57	0	0	0	0	0	0	0	0	0
"TINAGL1.5"	0	0	0	0.57	0	0	0	0	0	0	0	0	0
"ATXN10.1"	0	0	0	0.57	0	0	0	0	0	0	0	0	0
"H2AFJ.4"	0	0	0	0.57	0	0	0	0	0	0	0	0	0
"RPS3A.6"	0	0	0	0.57	0	0	0	0	0	0	0	0	0
"SOX4.9"	0	0	0	0.57	0	0	0	0	0	0	0	0	0
"PRDX3.1"	0	0	0	0.56	0	0	0	0	0	0	0	0	0
"BCL11A.1"	0	0	0	0.56	0	0	0	0	0	0	0	0	0
"EGR2.1"	0	0	0	0.56	0	0	0	0	0	0	0	0	0
"FGFR1.5"	0	0	0	0.56	0	0	0	0	0	0	0	0	0
"SPP1.3"	0	0	0	0.56	0	0	0	0	0	0	0	0	0
"COPZ1.1"	0	0	0	0.56	0	0	0	0	0	0	0	0	0
"NPPC.1"	0	0	0	0.56	0	0	0	0	0	0	0	0	0
"KRTCAP3.3"	0	0	0	0.56	0	0	0	0	0	0	0	0	0
"FHL2.8"	0	0	0	0.56	0	0	0	0	0	0	0	0	0
"EIF3H.3"	0	0	0	0.55	0	0	0	0	0	0	0	0	0
"C1S.9"	0	0	0	0.55	0	0	0	0	0	0	0	0	0
"NIPSNAP1.1"	0	0	0	0.55	0	0	0	0	0	0	0	0	0
"MYC.7"	0	0	0	0.55	0	0	0	0	0	0	0	0	0
"WBP1.1"	0	0	0	0.55	0	0	0	0	0	0	0	0	0
"EXOSC4.2"	0	0	0	0.55	0	0	0	0	0	0	0	0	0
"ACTG1.6"	0	0	0	0.54	0	0	0	0	0	0	0	0	0
"TCTN1.2"	0	0	0	0.54	0	0	0	0	0	0	0	0	0
"PRPSAP1.1"	0	0	0	0.54	0	0	0	0	0	0	0	0	0
"KRT15.10"	0	0	0	0.54	0	0	0	0	0	0	0	0	0
"BSG.5"	0	0	0	0.53	0	0	0	0	0	0	0	0	0
"TMX4.2"	0	0	0	0.53	0	0	0	0	0	0	0	0	0
"SOX9.3"	0	0	0	0.53	0	0	0	0	0	0	0	0	0
"TRAF4.9"	0	0	0	0.53	0	0	0	0	0	0	0	0	0
"DNAL4.1"	0	0	0	0.52	0	0	0	0	0	0	0	0	0
"TIMMDC1.1"	0	0	0	0.52	0	0	0	0	0	0	0	0	0
"MCCC1.1"	0	0	0	0.52	0	0	0	0	0	0	0	0	0
"NET1.4"	0	0	0	0.52	0	0	0	0	0	0	0	0	0
"PDLIM4.7"	0	0	0	0.52	0	0	0	0	0	0	0	0	0
"LITAF.9"	0	0	0	0.52	0	0	0	0	0	0	0	0	0
"TSPAN3.7"	0	0	0	0.52	0	0	0	0	0	0	0	0	0
"SYNCRIP.1"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"CCT2.3"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"AP000487.5.1"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"CHST11.5"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"XRCC6.1"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"NGRN.3"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"ACTN1.7"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"BZW2.1"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"PYURF.2"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"TERF1.1"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"SLC12A2.1"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"CTNNB1.2"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"PRSS8.3"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"CCT6A.4"	0	0	0	0.51	0	0	0	0	0	0	0	0	0
"COL9A2.1"	0	0	0	0.5	0	0	0	0	0	0	0	0	0
"EEF1D.3"	0	0	0	0.5	0	0	0	0	0	0	0	0	0
"TOMM20.2"	0	0	0	0.5	0	0	0	0	0	0	0	0	0
"UBE2V2.1"	0	0	0	0.5	0	0	0	0	0	0	0	0	0
"APOD.9"	0	0	0	0.5	0	0	0	0	0	0	0	0	0
"EIF4A2.7"	0	0	0	0.5	0	0	0	0	0	0	0	0	0
"SNRPE.3"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"SNRPD3.2"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"RUVBL1.1"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"SMARCB1.2"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"ZFAND1.1"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"DNAJB11.1"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"PCNP.2"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"MLF1.5"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"KLHL24.1"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"EFEMP2.9"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"EPHB3.1"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"ANP32A.1"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"TMEM230.1"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"XRN2.1"	0	0	0	0.49	0	0	0	0	0	0	0	0	0
"APEX1.2"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"CANX.2"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"GNAS.2"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"PYGB.1"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"SLC39A4.2"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"LSM2.2"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"AP1S1.1"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"AKR1C1.6"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"MAGED1.5"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"CYC1.3"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"NELFCD.1"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"NGFRAP1.10"	0	0	0	0.48	0	0	0	0	0	0	0	0	0
"NME4.4"	0	0	0	0.47	0	0	0	0	0	0	0	0	0
"POLD2.2"	0	0	0	0.47	0	0	0	0	0	0	0	0	0
"FLOT1.5"	0	0	0	0.47	0	0	0	0	0	0	0	0	0
"EGFR.6"	0	0	0	0.47	0	0	0	0	0	0	0	0	0
"PLPP2.6"	0	0	0	0.47	0	0	0	0	0	0	0	0	0
"C1R.9"	0	0	0	0.47	0	0	0	0	0	0	0	0	0
"LINC00657.3"	0	0	0	0.47	0	0	0	0	0	0	0	0	0
"PFN2.7"	0	0	0	0.47	0	0	0	0	0	0	0	0	0
"RPL10A.5"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"IGF1R.1"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"ALDH2.6"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"NID1.5"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"PDGFA.1"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"SYPL1.4"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"GEM.8"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"HOXA9.1"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"MFGE8.8"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"RNF43.1"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"SLC25A36.1"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"RIMKLB.1"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"ATP5J2.3"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"TMEM159.2"	0	0	0	0.46	0	0	0	0	0	0	0	0	0
"ARMC10.2"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"FNDC3B.3"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"FIS1.2"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"CXCL1.9"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"SEPHS2.1"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"NUPR2.1"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"LMO4.4"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"TCF7L2.2"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"PTK2.4"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"PAPSS1.1"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"RALY.4"	0	0	0	0.45	0	0	0	0	0	0	0	0	0
"JAG1.1"	0	0	0	0.44	0	0	0	0	0	0	0	0	0
"KNOP1.1"	0	0	0	0.44	0	0	0	0	0	0	0	0	0
"DKK3.9"	0	0	0	0.44	0	0	0	0	0	0	0	0	0
"IFT22.1"	0	0	0	0.44	0	0	0	0	0	0	0	0	0
"GSS.1"	0	0	0	0.44	0	0	0	0	0	0	0	0	0
"RAC3.1"	0	0	0	0.44	0	0	0	0	0	0	0	0	0
"LYPLA1.2"	0	0	0	0.43	0	0	0	0	0	0	0	0	0
"RBM4.3"	0	0	0	0.43	0	0	0	0	0	0	0	0	0
"HIST3H2A.2"	0	0	0	0.43	0	0	0	0	0	0	0	0	0
"FAT1.2"	0	0	0	0.43	0	0	0	0	0	0	0	0	0
"FZD6.1"	0	0	0	0.43	0	0	0	0	0	0	0	0	0
"ZNF503.6"	0	0	0	0.43	0	0	0	0	0	0	0	0	0
"TSTD1.8"	0	0	0	0.43	0	0	0	0	0	0	0	0	0
"MRPS28.1"	0	0	0	0.43	0	0	0	0	0	0	0	0	0
"CHPT1.1"	0	0	0	0.43	0	0	0	0	0	0	0	0	0
"SOX15.5"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"PTPRF.3"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"CBX1.1"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"HDDC2.1"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"SERTAD4.1"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"RB1CC1.1"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"C1QB.8"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"UCK2.1"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"SHANK2.2"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"RPS24.4"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"TSPAN13.8"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"RPL3.5"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"NCBP2.1"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"SYNE2.8"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"NME1.4"	0	0	0	0.42	0	0	0	0	0	0	0	0	0
"STMN1.9"	0	0	0	0.41	0	0	0	0	0	0	0	0	0
"NEDD4L.2"	0	0	0	0.41	0	0	0	0	0	0	0	0	0
